TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
2060.28,0,95497,NULL,NULL,NULL,NULL,NULL,NULL,524292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.3,0,95498,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.32,0,95499,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.35,0,95500,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.37,0,95501,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.39,0,95502,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.41,0,95503,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.43,0,95504,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.45,0,95505,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.47,0,95506,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.49,0,95507,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.51,0,95508,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.53,0,95509,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.55,0,95510,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.57,0,95511,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.59,0,95512,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.61,0,95513,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.63,0,95514,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.65,0,95515,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.67,0,95516,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.69,0,95517,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.71,0,95518,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.73,0,95519,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.75,0,95520,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.77,0,95521,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.79,0,95522,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.82,0,95523,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.84,0,95524,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.86,0,95525,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.88,0,95526,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.9,0,95527,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.92,0,95528,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.94,0,95529,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.96,0,95530,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060.98,0,95531,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061,0,95532,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.02,0,95533,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.04,0,95534,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.06,0,95535,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.08,0,95536,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.1,0,95537,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.12,0,95538,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.14,0,95539,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.16,0,95540,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.18,0,95541,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.2,0,95542,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.22,0,95543,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.24,0,95544,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.26,0,95545,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.29,0,95546,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061.31,0,95547,45775.08,6.81,3025.09,1.49,NULL,NULL,4,782.59,0,146.45,0,782.66,0,146.47,0,NULL,NULL
2061.33,0,95548,45664.09,6.8,3026.47,1.48,48493.09,7.11,0,782.58,0,146.46,0,782.65,0,146.48,0,-0.72,0.65
2061.35,0,95549,45716.02,6.81,3026.92,1.48,48489.65,7.12,0,782.59,0,146.46,0,782.66,0,146.48,0,-0.72,0.64
2061.37,0,95550,45679.64,6.81,3024.16,1.49,48512.43,7.11,0,782.58,0,146.46,0,782.65,0,146.48,0,-0.73,0.64
2061.39,0,95551,45692.21,6.81,3024.36,1.49,48508.63,7.12,0,782.58,0,146.46,0,782.65,0,146.48,0,-0.72,0.65
2061.41,0,95552,45731.45,6.81,3030.87,1.48,48544.64,7.12,0,782.59,0,146.46,0,782.65,0,146.48,0,-0.72,0.65
2061.43,0,95553,45775.77,6.81,3030.29,1.48,48602.09,7.12,0,782.59,0,146.46,0,782.66,0,146.48,0,-0.72,0.65
2061.45,0,95554,46319.35,6.87,3008.37,1.49,NULL,NULL,1048576,783.25,0,146.18,0,783.11,0,146.11,0,-0.19,0.26
2061.47,0,95555,46826.11,6.9,3010.07,1.49,49070.45,7.27,0,783.3,0,146.13,0,783.2,0,146.04,0,-0.13,0.19
2061.49,0,95556,46871.19,6.9,3010.44,1.48,49150.08,7.27,0,783.3,0,146.12,0,783.2,0,146.03,0,-0.13,0.18
2061.51,0,95557,46922.27,6.9,3007.06,1.49,49214.49,7.28,0,783.3,0,146.12,0,783.2,0,146.03,0,-0.13,0.18
2061.53,0,95558,46958.69,6.9,3010.77,1.48,49240.32,7.28,0,783.3,0,146.12,0,783.2,0,146.04,0,-0.13,0.19
2061.55,0,95559,47042.13,6.91,3006.27,1.49,49279.78,7.28,0,783.3,0,146.14,0,783.19,0,146.05,0,-0.13,0.2
2061.57,0,95560,47108.31,6.91,3005.98,1.49,49337.05,7.28,0,783.3,0,146.14,0,783.2,0,146.05,0,-0.13,0.2
2061.59,0,95561,47157.95,6.91,3008.52,1.48,49388.25,7.28,0,783.3,0,146.14,0,783.2,0,146.05,0,-0.13,0.2
2061.61,0,95562,47243.48,6.92,3010.09,1.48,49478.78,7.29,0,783.3,0,146.14,0,783.2,0,146.06,0,-0.13,0.2
2061.63,0,95563,47331.11,6.92,3012.22,1.48,49588.94,7.29,0,783.31,0,146.13,0,783.21,0,146.05,0,-0.13,0.2
2061.65,0,95564,47437.38,6.93,3010.28,1.48,49660.75,7.3,0,783.31,0,146.14,0,783.2,0,146.05,0,-0.13,0.2
2061.67,0,95565,47537.77,6.93,3008.65,1.48,49779.03,7.3,0,783.3,0,146.14,0,783.2,0,146.05,0,-0.13,0.2
2061.69,0,95566,47601.68,6.94,3012.35,1.48,49826.11,7.31,0,783.31,0,146.15,0,783.2,0,146.06,0,-0.13,0.21
2061.71,0,95567,47692.32,6.94,3009.03,1.48,49910.23,7.31,0,783.31,0,146.15,0,783.21,0,146.06,0,-0.12,0.21
2061.73,0,95568,47771.43,6.95,3015.09,1.48,50018.88,7.31,0,783.31,0,146.14,0,783.21,0,146.05,0,-0.12,0.2
2061.76,0,95569,47862.22,6.95,3011.32,1.48,50129.48,7.32,0,783.32,0,146.13,0,783.21,0,146.04,0,-0.12,0.19
2061.78,0,95570,47967.73,6.95,3012.07,1.48,50255.05,7.32,0,783.32,0,146.12,0,783.22,0,146.04,0,-0.12,0.19
2061.8,0,95571,48069.39,6.96,3012.31,1.48,50369.04,7.33,0,783.32,0,146.13,0,783.22,0,146.04,0,-0.12,0.19
2061.82,0,95572,48168.38,6.96,3015.17,1.48,50454.53,7.33,0,783.31,0,146.13,0,783.21,0,146.04,0,-0.12,0.19
2061.84,0,95573,48317.77,6.97,3012.49,1.48,50607.36,7.34,0,783.32,0,146.13,0,783.22,0,146.04,0,-0.12,0.19
2061.86,0,95574,48540.94,6.98,3011.35,1.48,50823.46,7.36,0,783.31,0,146.14,0,783.21,0,146.04,0,-0.12,0.19
2061.88,0,95575,48558.35,6.98,3012.06,1.48,50840.39,7.36,0,783.31,0,146.13,0,783.21,0,146.04,0,-0.13,0.19
2061.9,0,95576,49251.12,7.02,3014.88,1.48,51565.54,7.39,0,783.32,0,146.13,0,783.21,0,146.04,0,-0.12,0.19
2061.92,0,95577,52145.75,7.15,3012.92,1.48,54589.93,7.53,0,783.31,0,146.14,0,783.21,0,146.05,0,-0.13,0.2
2061.94,0,95578,49904.47,7.05,3010.28,1.48,52249,7.43,0,783.31,0,146.14,0,783.21,0,146.04,0,-0.12,0.19
2061.96,0,95579,49487.57,7.03,3015.86,1.48,51824.31,7.41,0,783.32,0,146.12,0,783.23,0,146.03,0,-0.11,0.18
2061.98,0,95580,49422.1,7.03,3009.54,1.49,51746.87,7.4,0,783.32,0,146.12,0,783.22,0,146.03,0,-0.12,0.18
2062,0,95581,49393.9,7.02,3012.24,1.48,51730.8,7.4,0,783.31,0,146.12,0,783.21,0,146.03,0,-0.12,0.18
2062.02,0,95582,49386.4,7.02,3012.56,1.48,51712.22,7.4,0,783.32,0,146.12,0,783.22,0,146.03,0,-0.11,0.18
2062.04,0,95583,49377.57,7.02,3015.03,1.48,51684.48,7.4,0,783.32,0,146.12,0,783.22,0,146.03,0,-0.11,0.18
2062.06,0,95584,49420.61,7.02,3013.48,1.48,51764.15,7.4,0,783.33,0,146.12,0,783.23,0,146.03,0,-0.11,0.18
2062.08,0,95585,49470.12,7.03,3012.69,1.49,51801.38,7.41,0,783.32,0,146.11,0,783.22,0,146.02,0,-0.11,0.17
2062.1,0,95586,49521.89,7.03,3013.69,1.48,51875.03,7.41,0,783.33,0,146.11,0,783.23,0,146.01,0,-0.11,0.17
2062.12,0,95587,49598.17,7.03,3011.92,1.48,51944.87,7.41,0,783.32,0,146.11,0,783.21,0,146.01,0,-0.12,0.17
2062.14,0,95588,49669.31,7.04,3017.53,1.48,52003.98,7.42,0,783.32,0,146.11,0,783.22,0,146.02,0,-0.12,0.17
2062.16,0,95589,49749.81,7.04,3013.07,1.49,52082.11,7.42,0,783.32,0,146.12,0,783.21,0,146.03,0,-0.12,0.18
2062.18,0,95590,NULL,NULL,NULL,NULL,NULL,NULL,1081376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2062.2,0,95591,50060.96,7.04,3011.84,1.49,52168.92,7.41,0,783.05,0,146.26,0,782.94,0,146.21,0,-0.32,0.36
2062.23,0,95592,50135.59,7.05,3017.91,1.49,52236.78,7.42,0,783.07,0,146.26,0,782.96,0,146.21,0,-0.31,0.36
2062.25,0,95593,50229.5,7.05,3015.05,1.49,52317.75,7.42,0,783.08,0,146.26,0,782.96,0,146.21,0,-0.31,0.36
2062.27,0,95594,50304.77,7.06,3014.14,1.49,52399.02,7.42,0,783.08,0,146.26,0,782.96,0,146.2,0,-0.31,0.36
2062.29,0,95595,50378.95,7.06,3015.74,1.48,52485.55,7.43,0,783.07,0,146.26,0,782.96,0,146.2,0,-0.31,0.36
2062.31,0,95596,50442.86,7.06,3016.82,1.49,52540.77,7.43,0,783.09,0,146.26,0,782.97,0,146.2,0,-0.3,0.35
2062.33,0,95597,50505.04,7.06,3011.39,1.49,52611.85,7.43,0,783.07,0,146.26,0,782.95,0,146.21,0,-0.31,0.36
2062.35,0,95598,50611.63,7.07,3014.43,1.49,52732.2,7.44,0,783.1,0,146.25,0,782.98,0,146.19,0,-0.29,0.34
2062.37,0,95599,50732.12,7.08,3014.87,1.49,52859.65,7.45,0,783.13,0,146.25,0,782.99,0,146.18,0,-0.28,0.34
2062.39,0,95600,50761.19,7.08,3016.02,1.48,52900.25,7.45,0,783.13,0,146.24,0,782.99,0,146.17,0,-0.28,0.33
2062.41,0,95601,50864.34,7.09,3017.62,1.48,53038.93,7.46,0,783.15,0,146.23,0,783.01,0,146.16,0,-0.26,0.31
2062.43,0,95602,50927.26,7.09,3016.78,1.48,53093.84,7.46,0,783.16,0,146.22,0,783.02,0,146.15,0,-0.26,0.31
2062.45,0,95603,50985.91,7.09,3018.63,1.48,53192.66,7.47,0,783.16,0,146.22,0,783.02,0,146.15,0,-0.26,0.3
2062.47,0,95604,51072.51,7.1,3013.35,1.49,53249.08,7.47,0,783.16,0,146.22,0,783.02,0,146.15,0,-0.26,0.31
2062.49,0,95605,51142.9,7.1,3015.66,1.49,53333.2,7.48,0,783.17,0,146.22,0,783.02,0,146.15,0,-0.25,0.3
2062.51,0,95606,51221.93,7.11,3014.9,1.49,53416.41,7.48,0,783.18,0,146.22,0,783.03,0,146.14,0,-0.25,0.3
2062.53,0,95607,51315.23,7.11,3013.9,1.48,53545.28,7.48,0,783.18,0,146.22,0,783.03,0,146.14,0,-0.24,0.3
2062.55,0,95608,51407.37,7.11,3020.37,1.48,53657.55,7.49,0,783.19,0,146.21,0,783.04,0,146.14,0,-0.24,0.29
2062.57,0,95609,51477.5,7.12,3017.61,1.49,53729.02,7.49,0,783.19,0,146.21,0,783.04,0,146.14,0,-0.24,0.29
2062.59,0,95610,51584.84,7.12,3019.57,1.49,53850.57,7.5,0,783.19,0,146.21,0,783.04,0,146.13,0,-0.24,0.28
2062.61,0,95611,51652.7,7.12,3019.65,1.48,53915.79,7.5,0,783.21,0,146.21,0,783.06,0,146.13,0,-0.22,0.28
2062.63,0,95612,51791.37,7.13,3016.06,1.49,54131.81,7.51,0,783.21,0,146.19,0,783.06,0,146.11,0,-0.22,0.26
2062.65,0,95613,51903.56,7.14,3018.56,1.48,54242.25,7.52,0,783.21,0,146.2,0,783.06,0,146.12,0,-0.22,0.28
2062.67,0,95614,51977.7,7.14,3019.36,1.49,54310.33,7.52,0,783.2,0,146.2,0,783.05,0,146.13,0,-0.23,0.28
2062.69,0,95615,52065.83,7.14,3018.16,1.49,54419.84,7.52,0,783.21,0,146.2,0,783.06,0,146.12,0,-0.22,0.27
2062.72,0,95616,52171.17,7.15,3015.17,1.49,54535.04,7.53,0,783.22,0,146.2,0,783.07,0,146.11,0,-0.21,0.26
2062.74,0,95617,52260.2,7.15,3019.44,1.48,54642.35,7.53,0,783.22,0,146.19,0,783.08,0,146.11,0,-0.21,0.26
2062.76,0,95618,52348.45,7.16,3016.32,1.49,54731.7,7.54,0,783.23,0,146.19,0,783.08,0,146.11,0,-0.21,0.26
2062.78,0,95619,52409.62,7.16,3018.85,1.48,54830.88,7.55,0,783.24,0,146.18,0,783.11,0,146.09,0,-0.19,0.24
2062.8,0,95620,52482.43,7.17,3017.21,1.49,54967.57,7.55,0,783.26,0,146.17,0,783.12,0,146.07,0,-0.18,0.22
2062.82,0,95621,52524.65,7.17,3020.23,1.49,55025.03,7.55,0,783.27,0,146.15,0,783.14,0,146.06,0,-0.16,0.21
2062.84,0,95622,52649.97,7.17,3018.02,1.49,55164.81,7.56,0,783.28,0,146.16,0,783.15,0,146.06,0,-0.16,0.21
2062.86,0,95623,52717.93,7.18,3019.36,1.48,55247.26,7.56,0,783.29,0,146.15,0,783.17,0,146.05,0,-0.14,0.2
2062.88,0,95624,52771.57,7.18,3022.88,1.49,55336.1,7.57,0,783.3,0,146.14,0,783.18,0,146.04,0,-0.13,0.19
2062.9,0,95625,52807.98,7.18,3020.22,1.49,55382.43,7.57,0,783.3,0,146.14,0,783.18,0,146.04,0,-0.13,0.19
2062.92,0,95626,52851.4,7.18,3016.57,1.48,55450.54,7.57,0,783.31,0,146.13,0,783.19,0,146.03,0,-0.13,0.18
2062.94,0,95627,52905.18,7.19,3019.24,1.49,55572.18,7.57,0,783.32,0,146.12,0,783.21,0,146.02,0,-0.12,0.17
2062.96,0,95628,52907.6,7.19,3021.24,1.48,55606.61,7.57,0,783.33,0,146.1,0,783.23,0,146,0,-0.11,0.16
2062.98,0,95629,52979.3,7.19,3023.69,1.48,55674.92,7.57,0,783.33,0,146.1,0,783.23,0,146,0,-0.1,0.16
2063,0,95630,53001.69,7.2,3021.9,1.48,55707.86,7.58,0,783.33,0,146.09,0,783.24,0,146,0,-0.1,0.15
2063.02,0,95631,52992.61,7.19,3022.96,1.48,55727.9,7.57,0,783.34,0,146.09,0,783.25,0,145.99,0,-0.09,0.15
2063.04,0,95632,53008.8,7.19,3019.82,1.48,55752.7,7.58,0,783.35,0,146.08,0,783.26,0,145.99,0,-0.08,0.14
2063.06,0,95633,53032.66,7.19,3021.08,1.48,55778.65,7.58,0,783.34,0,146.09,0,783.26,0,145.99,0,-0.09,0.14
2063.08,0,95634,53030.06,7.19,3022.4,1.48,55746.18,7.58,0,783.35,0,146.09,0,783.26,0,145.99,0,-0.08,0.14
2063.1,0,95635,53118.01,7.2,3024.52,1.48,55876.54,7.58,0,783.35,0,146.08,0,783.26,0,145.99,0,-0.08,0.14
2063.12,0,95636,53035.8,7.19,3026.34,1.48,55834.14,7.58,0,783.36,0,146.06,0,783.28,0,145.97,0,-0.06,0.13
2063.14,0,95637,53001.37,7.19,3022.91,1.48,55828.46,7.58,0,783.36,0,146.05,0,783.29,0,145.96,0,-0.05,0.12
2063.16,0,95638,53001.66,7.19,3023.7,1.48,55847.54,7.58,0,783.37,0,146.04,0,783.3,0,145.95,0,-0.05,0.11
2063.19,0,95639,53114.47,7.2,3023.17,1.48,55973.05,7.58,0,783.38,0,146.03,0,783.32,0,145.94,0,-0.04,0.11
2063.21,0,95640,53023.42,7.19,3024.09,1.48,55865.77,7.58,0,783.38,0,146.03,0,783.32,0,145.94,0,-0.03,0.1
2063.23,0,95641,52992.42,7.19,3024.64,1.48,55870.11,7.58,0,783.38,0,146.02,0,783.33,0,145.94,0,-0.03,0.1
2063.25,0,95642,52949.32,7.19,3028.44,1.48,55852.8,7.58,0,783.39,0,146.01,0,783.34,0,145.93,0,-0.02,0.1
2063.27,0,95643,52922.95,7.19,3028.1,1.47,55830.35,7.58,0,783.39,0,146.01,0,783.34,0,145.93,0,-0.02,0.09
2063.29,0,95644,52832.59,7.19,3029.34,1.48,55773.78,7.57,0,783.4,0,145.99,0,783.35,0,145.91,0,-0.01,0.08
2063.31,0,95645,52766.38,7.19,3028.84,1.48,55726.63,7.57,0,783.41,0,145.98,0,783.37,0,145.91,0,0.01,0.08
2063.33,0,95646,52715.16,7.18,3029,1.48,55689.66,7.57,0,783.41,0,145.98,0,783.37,0,145.9,0,0.01,0.07
2063.35,0,95647,52634.74,7.18,3032.17,1.47,55607.92,7.56,0,783.41,0,145.97,0,783.38,0,145.9,0,0.01,0.07
2063.37,0,95648,52563.69,7.17,3028.49,1.48,55535.93,7.56,0,783.42,0,145.96,0,783.39,0,145.89,0,0.02,0.06
2063.39,0,95649,52470.31,7.17,3036.34,1.47,55497.94,7.55,0,783.42,0,145.95,0,783.4,0,145.88,0,0.03,0.05
2063.41,0,95650,52417.72,7.16,3031.31,1.47,55491.32,7.55,0,783.43,0,145.93,0,783.41,0,145.87,0,0.04,0.04
2063.43,0,95651,52335.69,7.16,3032.51,1.47,55434.98,7.54,0,783.44,0,145.92,0,783.42,0,145.86,0,0.05,0.03
2063.45,0,95652,52296.44,7.16,3034.62,1.47,55383.75,7.54,0,783.44,0,145.92,0,783.42,0,145.86,0,0.05,0.03
2063.47,0,95653,52189.77,7.15,3029.77,1.47,55320.66,7.53,0,783.44,0,145.91,0,783.43,0,145.85,0,0.06,0.03
2063.49,0,95654,52115.62,7.15,3032.48,1.47,55257.82,7.53,0,783.44,0,145.91,0,783.43,0,145.85,0,0.06,0.03
2063.51,0,95655,52002.26,7.15,3032.96,1.47,55172.07,7.52,0,783.45,0,145.89,0,783.44,0,145.84,0,0.07,0.02
2063.53,0,95656,51968.9,7.14,3033.33,1.47,55135.23,7.52,0,783.45,0,145.9,0,783.44,0,145.84,0,0.07,0.02
2063.55,0,95657,51911.36,7.14,3031.92,1.47,55114.02,7.52,0,783.45,0,145.88,0,783.45,0,145.83,0,0.08,0.01
2063.57,0,95658,51773.12,7.14,3037.45,1.47,55030.02,7.51,0,783.46,0,145.87,0,783.46,0,145.82,0,0.09,0
2063.59,0,95659,51665.08,7.13,3033.56,1.48,54959.34,7.51,0,783.46,0,145.84,0,783.48,0,145.81,0,0.11,-0.01
2063.61,0,95660,51608.06,7.13,3035.12,1.47,54930.07,7.5,0,783.46,0,145.82,0,783.48,0,145.81,0,0.11,-0.02
2063.63,0,95661,51528.81,7.13,3034.54,1.47,54901.04,7.5,0,783.47,0,145.79,0,783.49,0,145.8,0,0.12,-0.03
2063.66,0,95662,52354.04,7.16,3029.24,1.48,NULL,NULL,1048576,783.2,0,146.22,0,783.06,0,146.14,0,-0.23,0.3
2063.68,0,95663,52675.96,7.17,3027.25,1.48,55033.66,7.54,0,783.14,0,146.25,0,783,0,146.19,0,-0.27,0.34
2063.7,0,95664,52690.27,7.17,3027.89,1.49,55051.99,7.55,0,783.17,0,146.25,0,783.01,0,146.18,0,-0.26,0.33
2063.72,0,95665,52674.2,7.17,3026.29,1.49,55050.52,7.55,0,783.17,0,146.24,0,783.01,0,146.17,0,-0.26,0.32
2063.74,0,95666,52609.46,7.17,3032.94,1.48,54971.74,7.54,0,783.18,0,146.23,0,783.03,0,146.16,0,-0.24,0.32
2063.76,0,95667,52512.8,7.17,3026.44,1.49,54878.16,7.54,0,783.2,0,146.23,0,783.05,0,146.15,0,-0.23,0.31
2063.78,0,95668,52427.51,7.16,3031.62,1.49,54759.89,7.54,0,783.21,0,146.23,0,783.05,0,146.15,0,-0.22,0.31
2063.8,0,95669,52369.19,7.16,3030.92,1.48,54699.53,7.54,0,783.21,0,146.23,0,783.05,0,146.15,0,-0.23,0.31
2063.82,0,95670,52308.06,7.16,3026.19,1.49,54671.75,7.53,0,783.22,0,146.22,0,783.07,0,146.14,0,-0.21,0.29
2063.84,0,95671,52253.31,7.15,3026.55,1.49,54628.57,7.53,0,783.23,0,146.21,0,783.08,0,146.12,0,-0.2,0.28
2063.86,0,95672,52203.81,7.15,3025.54,1.49,54539.87,7.53,0,783.23,0,146.21,0,783.08,0,146.13,0,-0.2,0.28
2063.88,0,95673,52152.47,7.15,3027.69,1.49,54519.79,7.53,0,783.24,0,146.2,0,783.09,0,146.11,0,-0.2,0.27
2063.9,0,95674,52126.9,7.15,3029.8,1.49,54468.01,7.53,0,783.24,0,146.21,0,783.1,0,146.12,0,-0.19,0.27
2063.92,0,95675,52059.25,7.15,3030.72,1.49,54389.6,7.52,0,783.25,0,146.2,0,783.1,0,146.12,0,-0.19,0.27
2063.94,0,95676,51971.02,7.14,3030.85,1.49,54323.76,7.52,0,783.26,0,146.19,0,783.12,0,146.09,0,-0.17,0.24
2063.96,0,95677,51914.04,7.14,3028.78,1.49,54250.09,7.52,0,783.27,0,146.18,0,783.13,0,146.09,0,-0.17,0.24
2063.98,0,95678,51855.22,7.14,3025.82,1.49,54217.8,7.52,0,783.27,0,146.17,0,783.14,0,146.08,0,-0.17,0.23
2064,0,95679,51748.92,7.13,3034.38,1.49,54093.67,7.51,0,783.29,0,146.16,0,783.16,0,146.06,0,-0.15,0.22
2064.02,0,95680,51685.34,7.13,3030.74,1.49,54059.51,7.51,0,783.3,0,146.16,0,783.17,0,146.06,0,-0.14,0.21
2064.04,0,95681,51597.63,7.13,3026.59,1.49,53990.72,7.51,0,783.31,0,146.15,0,783.18,0,146.04,0,-0.13,0.2
2064.06,0,95682,51550.34,7.13,3029.21,1.48,53953.83,7.51,0,783.32,0,146.14,0,783.2,0,146.04,0,-0.13,0.19
2064.08,0,95683,51465.95,7.12,3031.21,1.48,53898.34,7.5,0,783.33,0,146.12,0,783.22,0,146.02,0,-0.12,0.18
2064.1,0,95684,51367.05,7.12,3032.99,1.48,53813.2,7.5,0,783.33,0,146.11,0,783.23,0,146.01,0,-0.11,0.17
2064.13,0,95685,51286.21,7.11,3034.47,1.47,53712.22,7.5,2048,783.34,0,146.11,0,783.24,0,146.01,0,-0.1,0.16
