TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2,flux_n,flux_n-slope-median,flux_n-slope,flux_n-median,flux_mag
3008.094898,0.00331,141882,61957.359,7.454,3266.0170000000007,1.26,67701.406,7.895,0,224.55847000000003,8.170000000000001e-05,213.83075,5.99e-05,224.62061,0.000168,213.97285,0.000143,-0.378,-0.12,0.27975179687852014,-0.07497396637977172,6.881873370498118,-0.029838155140523792,4.830597688060343
3008.11533,0.00331,141883,62592.113,7.482,3271.505,1.25,68007.1365,,1048576,225.16649,6.9e-05,213.88607,7.01e-05,225.07219,0.000162,214.06112,0.00014099999999999998,0.0648,-0.0464,0.2890977631161995,-0.06558315629488387,6.891264180583006,-0.020492188902844433,4.832554488881909
3008.135762,0.0033,141884,64078.371,7.548999999999999,3270.243,1.26,68312.867,7.996,0,225.02961,8.09e-05,213.86175,6.59e-05,224.97066,0.00015800000000000002,214.04145,0.00014,0.0251,-0.0607,0.2984437293538793,-0.05619234620999691,6.900654990667893,-0.011146222665164629,4.834502512477994
3008.156193,0.0033,141885,63202.117,7.51,3271.296,1.26,67441.328,7.955,0,224.98232,9.14e-05,213.85257,6.45e-05,224.93912000000003,0.00016,214.03524,0.00014199999999999998,-0.0029,-0.07,0.27180139543946424,-0.08278983847198962,6.8740574984059,-0.03778855657957969,4.828926113476021
3008.176625,0.0033,141886,62926.617,7.497999999999998,3271.8459999999995,1.26,67223.312,7.943,0,224.90879,0.000101,213.851,6.42e-05,224.90533,0.000161,214.02995,0.00014199999999999998,-0.0398,-0.0766,0.26513679974072346,-0.08940959032352236,6.8674377465543675,-0.044453152278320474,4.8275199057515765
3008.197057,0.0033,141887,63251.254,7.515,3272.686,1.26,67654.562,7.961,0,224.86212,9.36e-05,213.85005,6.4e-05,224.8721,0.000161,214.02297,0.00014199999999999998,-0.0794,-0.0856,0.2783198087633738,-0.0761817374536653,6.8806655994242245,-0.031270143255670124,4.83029708673743
3008.217489,0.0033,141888,63144.074,7.511,3270.259,1.26,67660.516,7.957000000000002,0,224.76345,9.41e-05,213.84959,6.27e-05,224.83755,0.000162,214.01749,0.00014199999999999998,-0.126,-0.096,0.2785018183534511,-0.07595488401637862,6.880892452861511,-0.03108813366559282,4.830335305528494
3008.23792,0.0033,141889,62921.215,7.499,3274.044000000001,1.26,67535.719,7.944,0,224.72833,9.22e-05,213.85071,6.31e-05,224.80879,0.00016299999999999998,214.01419,0.00014199999999999998,-0.162,-0.09,0.27468686188504554,-0.07972499883236228,6.8771223380455275,-0.03490309013399839,4.829533527818458
3008.258352,0.00329,141890,62697.352,7.487999999999999,3272.118,1.26,67420.289,7.932,0,224.70401,9.22e-05,213.84861,6.31e-05,224.78075,0.00016299999999999998,214.00821,0.00014199999999999998,-0.196,-0.0942,0.2711582480149368,-0.08320876885526385,6.873638568022626,-0.038431704004107115,4.828790609811121
3008.278784,0.00329,141891,62853.805,7.496,3276.036,1.25,67705.445,7.94,0,224.68245,9.21e-05,213.8452,6.29e-05,224.7565,0.00016299999999999998,214.00233,0.00014199999999999998,-0.223,-0.0991,0.2798752662662132,-0.07444690675677901,6.882400430121111,-0.02971468575283076,4.830623596873671
3008.299216,0.00329,141892,62386.109,7.471,3272.65,1.25,67396.102,7.914,0,224.65191,9.04e-05,213.83975,6.26e-05,224.72414,0.000165,213.99411,0.000143,-0.261,-0.107,0.27041886844570584,-0.08385846073007919,6.872988876147811,-0.039171083573338095,4.828634778896667
3008.319647,0.00329,141893,62386.461,7.471,3270.8,1.25,67603.047,7.914,0,224.62257,8.609999999999999e-05,213.83889,6.19e-05,224.69249,0.000165,213.98971,0.000143,-0.299,-0.107,0.2767450314652824,-0.07748745605808072,6.879359880819809,-0.032844920553761536,4.829966270874538
3008.340079,0.00329,141894,62473.641,7.475,3268.519,1.26,67924.031,7.917999999999998,0,224.59192,8.35e-05,213.83459,6.07e-05,224.66048,0.000166,213.98054,0.00014199999999999998,-0.335,-0.113,0.28655728646383594,-0.0676303572123178,6.889216979665572,-0.023032665555208,4.832023451516064
3008.360511,0.00328,141895,61964.523,7.4529999999999985,3272.946,1.25,67608.359,7.894,0,224.56752000000003,8.22e-05,213.8325,6.03e-05,224.63199,0.000167,213.97545,0.000143,-0.366,-0.118,0.27690741556714515,-0.07723538426180188,6.879611952616088,-0.03268253645189878,4.83000039480472
3008.380943,0.00328,141896,61955.383,7.45,3276.3459999999995,1.25,67836.172,7.89,0,224.54551,8.09e-05,213.8279,5.920000000000001e-05,224.60429,0.000168,213.96737,0.000143,-0.4,-0.124,0.28387149866158445,-0.07022645732015409,6.886620879557736,-0.02571845335745948,4.831461332671671
3008.401375,0.00328,141897,62637.652,7.482,3277.198,1.25,68902.727,7.9220000000000015,0,224.51037,7.79e-05,213.82505,5.76e-05,224.56656,0.000167,213.96026,0.00014099999999999998,-0.442,-0.131,0.31647533446019915,-0.03757777767433179,6.919269559203558,0.006885382441155219,4.838236410552264
3008.421806,0.00328,141898,61564.148,7.435,3278.978,1.25,68084.766,7.87,0,224.48128,7.53e-05,213.82094,5.73e-05,224.53325,0.00017,213.95299,0.00014199999999999998,-0.482,-0.138,0.2914708423021102,-0.06253742817999886,6.894309908697891,-0.018119109716933757,4.833049949177786
3008.442238,0.00328,141899,60423.785,7.38,3278.491,1.25,67162.617,7.809,0,224.45852,7.3e-05,213.81789,5.7399999999999986e-05,224.50434,0.000173,213.94805,0.000144,-0.513,-0.142,0.2632813963027414,-0.09068203033215827,6.8661653065457315,-0.046308555716302546,4.827127610135993
3008.46267,0.00328,141900,60218.484,7.372000000000001,3277.019,1.25,67164.219,7.798999999999999,0,224.44298,7.140000000000001e-05,213.81489,5.76e-05,224.48284,0.000174,213.94327,0.000144,-0.5379999999999999,-0.14400000000000002,0.2633303683153887,-0.09058821447230425,6.866259122405586,-0.04625958370365524,4.827137969045363
3008.483102,0.0032700000000000003,141901,59712.316,7.347,3280.283,1.25,67019.586,7.772,0,224.41598,6.879999999999999e-05,213.81081,5.84e-05,224.44509,0.000175,213.93745,0.000144,-0.584,-0.145,0.25890903928588616,-0.0949646996545992,6.861882637223291,-0.05068091273315778,4.82620174074081
3008.503533,0.0032700000000000003,141902,58857.21900000001,7.31,3281.797,1.25,66531.039,7.729,0,224.38977000000003,6.65e-05,213.80513,6e-05,224.40579,0.000177,213.92989,0.000144,-0.625,-0.149,0.2439745012940291,-0.10985439599403346,6.846992940883856,-0.06561545072501485,4.823024305776476
3008.523965,0.0032700000000000003,141903,57776.004,7.258999999999999,3277.144,1.25,65800.734,7.666,0,224.36453,6.52e-05,213.79837,6.19e-05,224.36719,0.00018,213.92253,0.000145,-0.6759999999999999,-0.154,0.22164959137104567,-0.13213446206980972,6.82471287480808,-0.08794036064799826,4.818230738148481
3008.544397,0.0032700000000000003,141904,57147.199,7.227,3281.134,1.25,65541.148,7.619,0,224.3395,6.35e-05,213.79215,6.29e-05,224.33019,0.000182,213.91563,0.000145,-0.711,-0.159,0.21371423002576195,-0.14002497956788407,6.816822357310006,-0.09587572199328198,4.816514044090892
3008.564829,0.0032700000000000003,141905,56886.199,7.217,3279.765,1.25,65763.227,7.577000000000001,0,224.30602,6.08e-05,213.78371,6.38e-05,224.28481,0.000182,213.90974,0.000144,-0.7340000000000001,-0.16399999999999998,0.22050302877530648,-0.13319133697113283,6.823655999906757,-0.08908692324373746,4.8179831158748705
3008.5852600000007,0.0032600000000000003,141906,55753.492,7.166,3282.457000000001,1.25,65142.609,7.465,0,224.26405,5.870000000000001e-05,213.76742,6.52e-05,224.23376,0.000185,213.90125,0.000145,-0.774,-0.173,0.20153117325387093,-0.15211835084014425,6.804728986037746,-0.108058778765173,4.813865148327915
3008.605692,0.0032600000000000003,141907,52815.859,7.028,3287.961,1.25,65859.56599999999,,1056772,224.3749,6.9e-05,213.80183,6.38e-05,224.31662000000003,0.00019,213.90482000000003,0.000149,,,0.2234480442100497,-0.13015663603675964,6.82669070084113,-0.08614190780899422,4.8186188644805625
3008.626124,0.0032600000000000003,141908,59774.09400000001,7.351,3280.505,1.25,66576.523,7.779,0,224.45015,7.25e-05,213.81721,5.770000000000001e-05,224.49364,0.000175,213.94657,0.000145,-0.524,-0.142,0.24536491516622894,-0.10819492123337238,6.848652415644517,-0.064225036852815,4.823321110115567
